Image URL,Prompt
https://images.pexels.com/photos/2451566/pexels-photo-2451566.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario: 

You are a mobile robot assistant in an office space. You are tasked with delivering a document to a person sitting at a desk with a computer. 

## Questions:

1.  **Identify the person who needs the document.** How would you approach this task, given the image? What information from the image would you use to identify the right person? 
2.  **How would you get to the person's desk?** Explain your step-by-step movement, considering the obstacles and the layout of the office.
3.  **How would you get the document to the person?** Describe the specific action(s) you would perform to hand over the document."
https://images.pexels.com/photos/632470/pexels-photo-632470.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a mobile robot assistant in an office setting. You are tasked with helping your human colleague organize their workspace.  

## Questions:

1. **What are some things you could do to help your colleague organize their workspace, based on what you see in the image?** 
   * **Step by step approach**: Describe the actions you would take based on the image, including identifying specific objects and their potential uses for organization. For example, ""I would use the sticky notes to label different items...""
2. **What could you do to make sure you don't accidentally move or disrupt anything important during the organization process?** 
   * **Step by step approach**: Outline the steps you would take to avoid disrupting the workspace, considering the potential consequences of moving certain items. For example, ""I would carefully check the papers on the desk before moving them...""
3. **Imagine your colleague asks you to put away the pens. How would you identify which pens belong together and how would you decide where to put them?** 
   * **Step by step approach**: Describe your process for grouping the pens and choosing a suitable storage location, paying attention to potential cues in the image. For example, ""I would look for any existing pen holders or containers..."" 
4. **How could you use the compass to help your colleague find their way around the office?**
   * **Step by step approach**: Explain how you could use the compass in the image to help your colleague navigate the office, assuming you have access to a map or other relevant information. For example, ""I could use the compass to determine the direction of the office door..."""
https://images.pexels.com/photos/4019754/pexels-photo-4019754.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a mobile robot with a gripper and a camera. Your goal is to help students in this classroom. 

## Questions:

1. **What is the student in the grey shirt doing?** How would you identify him? How would you approach him?
2. **The student in the red shirt needs a pencil. Where can you find one?** How would you identify the student? How would you find a pencil? How would you reach it and hand it to him?
3. **The teacher wants to show something on the whiteboard to all the students. How would you make sure all the students are facing the board?** How would you identify the teacher? How would you identify students? How would you move the students?
4. **A student has dropped a pencil. How would you pick it up and bring it to the student?** How would you identify the pencil? How would you reach it? How would you pick it up? How would you bring it to the student?
5. **The teacher needs to write on the board. Can you help her by bringing a marker?** How would you identify a marker? Where would you look for it? How would you reach and pick it up? How would you bring it to the teacher?"
https://images.pexels.com/photos/17904193/pexels-photo-17904193/free-photo-of-colorful-slides-on-playground.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a wheeled robot tasked with helping children play on the playground. You can move around freely and interact with objects within your reach. 

## Questions:

1. A child is asking you to help them get to the top of the slide. How would you help them? 
2. Another child wants to go down the slide. Describe how you would help them get on and off the slide. 
3. A group of children wants to play a game where they need to reach the top of the tall structure. Explain how you would assist them. 
4. A child asks you to get a ball that's stuck at the top of the tall structure. How would you do it?
5. You observe a child struggling to climb up the slide. What could you do to help them?"
https://images.pexels.com/photos/29152260/pexels-photo-29152260/free-photo-of-child-s-red-bicycle-parked-against-iron-fence.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a wheeled robot tasked with retrieving a bicycle from a fenced-in area. The fence is made of metal bars and there is a gap in the fence near the bike. You must navigate through this gap to access the bike.  


## Questions:

1. **How would you navigate the gap in the fence to reach the bicycle?**  Explain your approach step by step.

2. **Assuming the bicycle is too heavy to lift, how would you move it outside the fenced area?** Explain your approach step by step."
https://images.pexels.com/photos/236380/pexels-photo-236380.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a medical assistant robot tasked with taking care of patients in this hospital ward. You are currently standing in the middle of the room, facing the patient beds.

## Questions:

1. **What is the most urgent task you need to do right now?**  Explain the steps you would take to complete this task. 
2. **A patient in one of the beds is requesting a glass of water. How would you get them a glass of water?** Explain the steps you would take to complete this task.
3. **There is a piece of medical equipment that needs to be moved to the other side of the room. How would you move the equipment?** Explain the steps you would take to complete this task. 
4. **Where would you find a clean bed sheet for a patient?** Explain the steps you would take to complete this task.
5. **A patient's family member is asking for directions to the restroom. How would you direct them?** Explain the steps you would take to complete this task."
https://images.pexels.com/photos/3769151/pexels-photo-3769151.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario: 

You are a mobile robotic assistant tasked with helping patients in a hospital. You are equipped with a manipulator arm that can grasp and move objects, as well as a camera and sensors for navigation and object recognition. You are currently in a patient's room, tasked with taking a  water bottle from the bedside table and handing it to the patient on the bed.

## Questions:

1. **Where is the water bottle located?**
2. **What is the most efficient way to reach the bedside table?**
3. **How would you manipulate your robotic arm to pick up the water bottle?**
4. **How would you navigate around the bed to approach the patient?**
5. **How would you position yourself to safely hand the water bottle to the patient?**"
https://images.pexels.com/photos/6129870/pexels-photo-6129870.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario: 

You are a robotic nurse assistant designed to help patients navigate a hospital. You see a patient in a wheelchair in the hallway. The patient is wearing a blue gown and is being escorted by a nurse. The nurse is wearing a surgical mask.  There is also a stretcher with a mattress on it in the hallway.  

## Questions: 

1. **What should you do to help the patient reach their destination?**
2. **How should you interact with the nurse to ensure a smooth transition for the patient?**
3. **If the patient needs to be transferred to the stretcher, how would you approach this task?** 
4. **Where do you think the patient is headed?**"
https://images.pexels.com/photos/6129879/pexels-photo-6129879.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a **laboratory assistant robot** tasked with preparing a sample for analysis under a microscope. You need to collect a small amount of the sample using a pipette, transfer it to a slide, and cover it with a coverslip. The microscope is already set up and ready to use. 

## Questions:

1. **What steps would you take to collect the sample from the container using the pipette?** 
2. **How would you transfer the sample from the pipette to the slide without spilling it?**
3. **Describe how you would position the slide under the microscope lens for viewing.** 
4. **After preparing the sample, what actions would you take to ensure the slide is safely stored and ready for analysis?**"
https://images.pexels.com/photos/6129237/pexels-photo-6129237.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a mobile medical assistant robot designed to assist medical professionals in a hospital setting. You are in a patient's room, where a doctor is examining a patient in a hospital bed. Your task is to help the doctor with any tasks they may need assistance with.


## Questions:

1. What is the doctor doing in the image? Can you tell me the steps you would take to help the doctor with this task? 
2. The doctor seems to be communicating with the patient, can you tell me the steps to take to help the doctor communicate with the patient better? 
3. Is the patient in need of anything? How can you infer that from the image? 
4. The doctor seems to be writing something down. How can you help them with this task? 
5. If the doctor needs to bring supplies, how would you assist them?"
https://images.pexels.com/photos/6129688/pexels-photo-6129688.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a **mobile medical assistant robot** in a hospital room.  A nurse is taking a patient's blood pressure. You are asked to help the nurse with the process. 

## Questions:

1.  What should you do to help the nurse with the blood pressure reading? How can you assist the nurse in this task? Explain your reasoning. Give a step-by-step approach of how you will proceed.
2.  Describe the patient's current position. What is the patient wearing? Why is it important to take the patient's blood pressure while they are seated? Explain your reasoning. Give a step-by-step approach of how you will proceed. 
3.  What kind of equipment is being used to take the blood pressure? Are there other medical tools in the room? What is the purpose of each tool? Explain your reasoning. Give a step-by-step approach of how you will proceed."
https://images.pexels.com/photos/162553/keys-workshop-mechanic-tools-162553.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a small robotic arm with a gripper attached to the end. You are tasked with helping a mechanic organize their tools in their workshop. 

## Questions:

1.  The mechanic needs to use a wrench to tighten a bolt.  They need a wrench that is about 10 inches long. Which wrench should you pick up for them and how would you do it? Describe the steps.
2.  The mechanic needs a small screwdriver.  What kind of screwdriver should you grab for them and what steps will you take to get it?
3.  The mechanic wants to find a screwdriver that can be used to tighten screws with a hexagonal head. Which screwdriver should you pick for them? How would you do it?
4.  The mechanic needs to use a wrench to loosen a nut.  They need a wrench that is about 6 inches long. Which wrench should you pick up for them and how would you do it? Describe the steps. 
5.  The mechanic needs a socket wrench to tighten a bolt. What kind of socket wrench should you grab for them and what steps will you take to get it? 
6.  The mechanic asks for a small adjustable wrench. Which wrench should you pick up for them and how would you do it? Describe the steps."
https://images.pexels.com/photos/357440/pexels-photo-357440.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a mobile robot, designed for industrial maintenance, navigating through an abandoned factory. Your objective is to locate a faulty valve in the system. You have identified a section of pipes with multiple valves that have been tampered with, causing the system to malfunction. You need to inspect each valve to identify the faulty one.

## Questions:

1. **Identify the valves that are most likely malfunctioning based on the image.**
2. **Assuming each valve has a mechanism for manual control, describe the steps you would take to open and close each of the identified valves.**
3. **Based on the image, which valve would you inspect first and why?** 
4. **If you can't physically interact with the valves, how would you proceed to identify the faulty one?**
5. **Would you need any specific tools for this task? If so, what would they be?**"
https://images.pexels.com/photos/17546509/pexels-photo-17546509/free-photo-of-water-bottles-stand.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a mobile robotic arm with a gripper. You are tasked with replenishing the empty shelf in the supermarket. The shelf is located on the right side of the image, and the bottles are stacked on the other shelves.

## Questions:

1. **Describe the steps you would take to pick up a bottle of water from the top shelf and place it on the empty shelf. Be specific about how you would move and interact with the bottles and the shelf.**
2. **How would you determine which bottles are full and which are empty? What information would you use to make this decision?**
3. **What are some potential challenges you might encounter while performing this task? How would you overcome these challenges?**"
https://images.pexels.com/photos/29170275/pexels-photo-29170275/free-photo-of-assorted-donuts-display-in-bakery.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a robotic arm, positioned above a glass display case filled with various pastries. You are designed to serve customers their desired pastries. 

## Questions:

1. A customer requests a ""Glace au chocolat"" pastry. Describe step by step how you would locate and retrieve this pastry from the display case.
2. Another customer requests a pastry with chocolate sprinkles. Describe step by step how you would locate and retrieve this pastry from the display case. 
3. A customer requests a pastry that is covered in caramel. Describe step by step how you would locate and retrieve this pastry from the display case."
https://images.pexels.com/photos/3735219/pexels-photo-3735219.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"## Scenario:

You are a robotic assistant working in a small grocery store. Your task is to help customers find the items they need and assist with stocking shelves. Today, a customer has asked for a reusable cloth bag. 

## Questions:

1. **Where should you look for the reusable cloth bags?** 
2. **How would you guide the customer to the location of the bags?** 
3. **Imagine the customer also asks for a glass jar. What would you do?** 
4. **While restocking shelves, you find a shelf is almost empty. What would you do to ensure the store has enough stock?**"
https://images.pexels.com/photos/27837778/pexels-photo-27837778/free-photo-of-banca-de-jornal.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2https://images.pexels.com/photos/5473023/pexels-photo-5473023.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2,"Scenario: You are a delivery robot working in a bustling city. You need to deliver a package to a customer inside this store. 

Questions:
1. How would you get inside the store?
2. Which path would you take to avoid obstacles and reach the customer?
3. How would you identify the customer and hand them the package?
4. What are the possible problems you might encounter during this task?
5. How would you navigate around the people and the items in the store to ensure the safe delivery of the package?"
https://plus.unsplash.com/premium_photo-1664202526744-516d0dd22932?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"## Scenario:

You are a delivery robot tasked with delivering a pair of brown ankle boots to a customer in a retail store. You have been given the customer's order details and know that the boots are on the shelf in the image. 

## Questions:

1. **What are the steps you would take to locate the brown ankle boots on the shelf?**
2. **How would you reach the brown ankle boots, considering the other items on the shelf?**
3. **Once you have retrieved the brown ankle boots, how would you safely carry them to the customer?** 
4. **What precautions should you take while navigating the store with the brown ankle boots in your grasp?**"
https://images.unsplash.com/photo-1453614512568-c4024d13c247?q=80&w=1932&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"## Scenario:

You are a barista robot, and your job is to prepare coffee orders for customers. A customer has just ordered a cappuccino. 

## Questions:

1.  **How would you prepare a cappuccino?** (This question requires the robot to describe the steps it would take to make a cappuccino using the equipment in the image).
2.  **What ingredients would you need to prepare the cappuccino?** (This question requires the robot to identify the ingredients in the image that are necessary for making a cappuccino).
3.  **Where would you find the milk for the cappuccino?** (This question requires the robot to identify where in the image the milk would be located).
4.  **How would you serve the cappuccino to the customer?** (This question requires the robot to think about the typical procedure for serving coffee to a customer).
5.  **Where would you place the cappuccino once it is prepared?** (This question requires the robot to consider the layout of the shop and determine a logical place to put a completed order)."
https://images.unsplash.com/photo-1519406596751-0a3ccc4937fe?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"## Scenario:

You are a mobile robot tasked with delivering textbooks to students in a one-room schoolhouse. You can move around the room, pick up objects, and place them on tables.  

## Questions:

1. **Identify the students' desks and the teacher's desk. How would you determine the best way to deliver the textbooks to each student?**
2. **You need to find the stack of textbooks. Assuming textbooks are taller than the chairs and shorter than the desk, how would you find them?**
3. **After locating the textbooks, how would you move them to the students' desks while avoiding collisions with other furniture and people? Describe the steps you would take.**
4. **What are some potential challenges you might encounter while delivering the textbooks?**
5. **Imagine the teacher needs to move some old books from the bookshelf to the teacher's desk. How would you help them?**"
https://images.unsplash.com/photo-1516381548400-349d680edb56?q=80&w=1935&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,"## Scenario:

You are a small, wheeled robot with a single camera mounted on your top. Your goal is to help children play hopscotch in a park. You are tasked with guiding them through the game.

## Questions:

1. **How would you find the ""start"" square for the hopscotch game?** 
    - **Step by step approach:** 
        - **Look for the ""start"" square:** Look at the image and identify the square with the word ""start"" written on it. 
        - **Remember the location:** Store the location of this square in your memory. 
        - **Communicate the location:** Tell the children where the start square is.

2. **If a child wants to hop on the square with the number ""5"", how would you guide them?**
    - **Step by step approach:** 
        - **Locate the square ""5"":** Look at the image and identify the square labeled with the number ""5"". 
        - **Explain the location:** Describe the location of the ""5"" square relative to the ""start"" square. For example, ""The square with ""5"" is two squares up from the ""start"" square, and in the middle row.""
        - **Communicate the guidance:** Inform the child about the location of the square ""5"" and guide them to hop on it.

3. **How would you make sure the child hops on the square ""6"" after hopping on the square ""5""?**
    - **Step by step approach:**
        - **Locate the square ""6"":** Look at the image and identify the square labeled with the number ""6"". 
        - **Explain the location:**  Describe the location of the ""6"" square relative to the ""5"" square. For example, ""The square with ""6"" is right next to the square with ""5"" on the right side.""
        - **Communicate the guidance:** Inform the child about the location of the square ""6"" and guide them to hop on it."
